"ticker","index","ticker-2","snp_growth_rate","stock_growth_rate","current_price","market_correlation","correlation_with_snp","outperform","five_yr_r2","delta"
"BOIRF","0","BOIRF","-12.982895486954737","3.9886039886039892","36.5","1","0.7691330844096461","1","0.619507667500833","16.971499475558726"
"BOLD","0","BOLD","-12.982895486954737","88.82241813602015","59.97","0","0.31537825712622236","1","0.5456928615787666","101.80531362297488"
"BPMUF","0","BPMUF","-12.982895486954737","1.6197183098591639","50.505","1","0.8405606599915532","1","0.6745933929644559","14.602613796813902"
"BRPA","0","BRPA","-12.982895486954737","11.267605633802802","11.85","0","0.043025391919340815","1","0.9090513292385216","24.25050112075754"
"BRRLY","0","BRRLY","-12.982895486954737","45.36741214057507","22.75","0","-0.24519640576667945","1","0.7616381461662258","58.35030762752981"
"BVHMF","0","BVHMF","-12.982895486954737","12.74005114954997","17.1481","0","-0.2981610488212651","1","0.5514153095978382","25.72294663650471"
"BVILY","0","BVILY","-12.982895486954737","3.4903047091412676","18.68","1","0.7477586082653638","1","0.7666743497658643","16.473200196096005"
"CABO","0","CABO","-12.982895486954737","20.098064516129032","1861.52","1","0.6337997613763411","1","0.822931670805556","33.08096000308377"
"CAG","0","CAG","-12.982895486954737","4.424223407593342","33.28","0","0.48787296406736613","1","0.6780958764446912","17.407118894548077"
"CASBF","0","CASBF","-12.982895486954737","186.66666666666666","21.5","1","0.8254598335134284","1","0.6876994726264364","199.6495621536214"
"CATS","0","CATS","-12.982895486954737","85.99195710455764","27.75","0","0.11172388244186203","1","0.8344327495543035","98.97485259151237"
"CBPX","0","CBPX","-12.982895486954737","32.67575322812053","36.99","0","-0.1000265290892591","1","0.5381986152566889","45.658648715075266"
"CCC","0","CCC","-12.982895486954737","32.33743409490333","22.59","0","0.16235065905052776","1","0.9168303625655104","45.32032958185807"
"CCH","0","CCH","-12.982895486954737","1.650485436893212","10.47","1","0.8423066851208858","1","0.6907083130957525","14.633380923847948"
"CCI","0","CCI","-12.982895486954737","12.162065256364297","156.41","0","0.44452479534184963","1","0.860551441444749","25.144960743319032"
"CCOI","0","CCOI","-12.982895486954737","18.630849220104007","82.14","0","-0.48873114308963855","1","0.8169055025652893","31.613744707058743"
"CDNA","0","CDNA","-12.982895486954737","35.70887035633057","26.85","1","0.6755725002056443","1","0.6400610281383516","48.69176584328531"
"CDNS","0","CDNS","-12.982895486954737","4.92529053680133","75.84","1","0.6570882153837968","1","0.9048505470953967","17.908186023756066"
"CFEIY","0","CFEIY","-12.982895486954737","59.42028985507246","22","0","-0.5304029581518603","1","0.808015584233808","72.4031853420272"
"CFFA","0","CFFA","-12.982895486954737","0.6815968841285436","10.34","1","0.7246338388318327","1","0.8702747647000866","13.66449237108328"
"CFIN","0","CFIN","-12.982895486954737","30.000000000000004","6500","0","-0.41479513947472946","1","0.8454391276234927","42.98289548695474"
"CGJTF","0","CGJTF","-12.982895486954737","10.375673981191236","88.0246","1","0.7437212079582772","1","0.9441664199126826","23.358569468145973"
"CGXYY","0","CGXYY","-12.982895486954737","1215.6756756756756","12.17","0","0.1829404368498657","1","0.6159219238551598","1228.6585711626303"
"CHGCF","0","CHGCF","-12.982895486954737","95.16003122560501","125","0","-0.538737459489031","1","0.738225198908273","108.14292671255974"
"CHGCY","0","CHGCY","-12.982895486954737","27.74860694384913","238.43","0","-0.30795503734279084","1","0.7847196160455957","40.731502430803864"
"CHGG","0","CHGG","-12.982895486954737","5.6359102244389","42.36","1","0.8543656138467292","1","0.8911841967988217","18.618805711393637"
"CHRYY","0","CHRYY","-12.982895486954737","2.2474625422909567","21.155","1","0.555620007673893","1","0.6764672460940016","15.230358029245693"
"CHTR","0","CHTR","-12.982895486954737","1.7712722407492443","509.64","1","0.900755213861014","1","0.7643410935482715","14.754167727703981"
"CIEN","0","CIEN","-12.982895486954737","9.602649006622531","46.34","0","0.4135401819513545","1","0.7588708590742002","22.585544493577267"
"CLCMF","0","CLCMF","-12.982895486954737","529.2256822780438","51","0","-0.23631662808129175","1","0.7312886586242223","542.2085777649985"
"CLEGF","0","CLEGF","-12.982895486954737","18.934911242603558","10.05","1","0.7067019819546478","1","0.7547524202473531","31.917806729558293"
"CLLNY","0","CLLNY","-12.982895486954737","109.11310008136698","25.7","0","-0.631605410768665","1","0.8740998730162094","122.09599556832171"
"CLNFF","0","CLNFF","-12.982895486954737","7.747960577313506","29.19","0","-0.17100840974261464","1","0.7924911955569364","20.730856064268245"
"CLNXF","0","CLNXF","-12.982895486954737","18.87005649717515","52.6","0","0.35926452878038156","1","0.8617066494934241","31.852951984129888"
"CLPBF","0","CLPBF","-12.982895486954737","30.815266022509903","159.35","0","-0.3179605100581922","1","0.8006527734845881","43.79816150946464"
"CLPBY","0","CLPBY","-12.982895486954737","29.30538429921907","15.73","0","-0.38610455459365983","1","0.7917316374755664","42.28827978617381"
"CLPHF","0","CLPHF","-12.982895486954737","2.7027027027026973","10.83","0","0.3147349876866369","1","0.5393934398535283","15.685598189657433"
"CLW","0","CLW","-12.982895486954737","17.918177110305542","22.77","1","0.6111891607306167","1","0.702905187799599","30.90107259726028"
"CLX","0","CLX","-12.982895486954737","26.807922616305845","192.71","0","-0.6159384365847345","1","0.6842928879191065","39.790818103260584"
"CNBP","0","CNBP","-12.982895486954737","0.46801872074884177","64.4","0","-0.8592976782613324","1","0.8521008403361363","13.45091420770358"
"CNCN","0","CNCN","-12.982895486954737","852.3809523809524","20","0","-0.7759747446759471","1","0.5874482194096166","865.3638478679071"
"CNVVY","0","CNVVY","-12.982895486954737","6.825075834175931","10.565","1","0.9167587821453157","1","0.5501401451257983","19.80797132113067"
"CONE","0","CONE","-12.982895486954737","7.313317936874508","69.7","1","0.5306588186590682","1","0.6485498823565251","20.296213423829244"
"COR","0","COR","-12.982895486954737","8.893494323301487","120.85","0","0.4563862518204438","1","0.7207574168338637","21.876389810256224"
"CORE","0","CORE","-12.982895486954737","9.564541213063759","28.18","0","-0.2820109954171508","1","0.5086369854299562","22.547436700018494"
"COST","0","COST","-12.982895486954737","2.4534256337167992","301.92","1","0.6265373313030866","1","0.849261532522708","15.436321120671536"
"COUP","0","COUP","-12.982895486954737","2.2572554639914033","171.24","1","0.7582527145460005","1","0.8844036096060177","15.240150950946141"
"CRWRF","0","CRWRF","-12.982895486954737","9.294012511170703","24.46","0","0.08554200466191009","1","0.5735114504695122","22.276907998125438"
"CSKL","0","CSKL","-12.982895486954737","0.2083333333333437","24.05","0","0.12590381788416968","1","0.7675909907127405","13.191228820288082"
"CSNVY","0","CSNVY","-12.982895486954737","6.124371859296485","33.79","1","0.6433458154813526","1","0.6076283602624463","19.10726734625122"
"CTLT","0","CTLT","-12.982895486954737","17.51940719830629","66.61","1","0.7449440579120503","1","0.7931849630871015","30.50230268526103"
"CTXS","0","CTXS","-12.982895486954737","25.33403656821378","142.58","0","-0.39194775503264995","1","0.6938585214602887","38.316932055168515"
"CVM","0","CVM","-12.982895486954737","105.78616352201257","16.36","0","0.343403202187903","1","0.6752238491582496","118.7690590089673"
"CWQXF","0","CWQXF","-12.982895486954737","42.88828300163312","20.6485","1","0.6439216703765985","1","0.8346115155681382","55.87117848858786"
"CY","0","CY","-12.982895486954737","1.3617021276595809","23.82","0","0.22941827192325615","1","0.7895190169061029","14.344597614614319"
"CYRX","0","CYRX","-12.982895486954737","0.27824151363384786","18.02","1","0.8257724276139169","1","0.8508353755564145","13.261137000588585"
"DAIUF","0","DAIUF","-12.982895486954737","19.945167923235086","52.5","1","0.8853175730229363","1","0.7911647296843954","32.92806341018982"
"DBX","0","DBX","-12.982895486954737","6.175514626218859","19.6","0","0.12112966021513916","1","0.7538384054031121","19.158410113173595"
"DCHPF","0","DCHPF","-12.982895486954737","49.66442953020134","33.45","1","0.6336111937282514","1","0.6830160846190719","62.64732501715608"
"DEAC","0","DEAC","-12.982895486954737","78.68561278863233","20.12","0","0.352511527211437","1","0.6094210978048763","91.66850827558706"
"DG","0","DG","-12.982895486954737","14.153744638733091","173","0","0.15131717620927407","1","0.7840919493679541","27.136640125687826"
"DHR","0","DHR","-12.982895486954737","2.866466184656735","160.77","1","0.8679532301909331","1","0.6854208276694357","15.849361671611472"
"DLR","0","DLR","-12.982895486954737","22.921405104877437","145.92","0","-0.27172458076981265","1","0.7172309060142716","35.904300591832175"
"DLVHF","0","DLVHF","-12.982895486954737","80.31395842172253","85","0","0.4596330718693868","1","0.6201813070422731","93.29685390867726"
"DMNB","0","DMNB","-12.982895486954737","8.965024982155612","76.33","0","-1","1","0.5854264997778039","21.94792046911035"
"DNNGY","0","DNNGY","-12.982895486954737","4.054897067997487","33.36","1","0.7855865205620164","1","0.8905113290782262","17.037792554952226"
"DNOPY","0","DNOPY","-12.982895486954737","1.9704433497536922","20.7","0","-0.5198495332323977","1","0.7499999999999999","14.95333883670843"
"DNPCF","0","DNPCF","-12.982895486954737","2.0036429872495543","28","0","-0.49275040414937343","1","0.8355484456352524","14.986538474204291"
"DOCU","0","DOCU","-12.982895486954737","35.72833355185525","103.52","0","-0.1658145457158983","1","0.5316617393347043","48.71122903880999"
"DOGEF","0","DOGEF","-12.982895486954737","4.088323819408424","100.2891","1","0.7782624815868233","1","0.9278379241750235","17.07121930636316"
"DPM","0","DPM","-12.982895486954737","13.94422310756973","14300","0","0.0035882456763128585","1","0.9122117889375994","26.927118594524465"
"DPZ","0","DPZ","-12.982895486954737","22.969438325991188","357.3","0","-0.4426561600257839","1","0.8924096414362195","35.95233381294592"
"DQJCY","0","DQJCY","-12.982895486954737","11.625249928591842","19.54","0","-0.11976064853211997","1","0.8374084311105933","24.60814541554658"
"DRWKF","0","DRWKF","-12.982895486954737","37.41721854304636","83","0","-0.725185535738286","1","0.6290446719204897","50.4001140300011"
"DSKYF","0","DSKYF","-12.982895486954737","6.968215158924207","70","1","0.5283148742114725","1","0.8022531747028543","19.951110645878945"
"DSNKY","0","DSNKY","-12.982895486954737","5.2954719877206236","68.6","1","0.5629287215403223","1","0.8003048269308283","18.27836747467536"
"DSPG","0","DSPG","-12.982895486954737","5.393401015228427","16.61","1","0.6397932610327557","1","0.7575946483492282","18.376296502183166"
"DSRLF","0","DSRLF","-12.982895486954737","126.53493208287041","182.9","0","0.226553772375972","1","0.6284601454688153","139.51782756982516"
"DTRL","0","DTRL","-12.982895486954737","8.749999999999991","348","0","-0.40074832004601235","1","0.5177697979050263","21.732895486954728"
"DWNX","0","DWNX","-12.982895486954737","1.5037593984962516","33.75","0","-0.3477918650884461","1","0.8628284801653787","14.486654885450989"
"DXCM","0","DXCM","-12.982895486954737","46.43056210607555","341.52","0","0.02125161156520827","1","0.5589257166242749","59.41345759303029"
"EBS","0","EBS","-12.982895486954737","42.93498002179441","78.7","0","0.11009667162589697","1","0.6057736283613915","55.91787550874915"
"ECL","0","ECL","-12.982895486954737","1.3117201663645162","190","1","0.9177690430122588","1","0.8405877367755494","14.294615653319253"
"EE","0","EE","-12.982895486954737","0.309369475545096","68.09","1","0.6463500528246444","1","0.876010564967446","13.292264962499832"
"EHTH","0","EHTH","-12.982895486954737","10.553651189363267","106.43","0","-0.24363716319282974","1","0.7003692070756585","23.536546676318004"
"ELMD","0","ELMD","-12.982895486954737","44.324324324324316","13.35","0","0.06286459312717704","1","0.6121576756221798","57.307219811279055"
"ENPH","0","ENPH","-12.982895486954737","39.51612903225807","43.25","0","0.30881421379953433","1","0.5366005633250444","52.49902451921281"
"ENTG","0","ENTG","-12.982895486954737","0.3883495145631022","51.7","1","0.9268313481359713","1","0.8927555748581955","13.371245001517838"
"EQC","0","EQC","-12.982895486954737","5.266418835192055","33.98","1","0.5356063601327582","1","0.6531884259129023","18.24931432214679"
"EQIX","0","EQIX","-12.982895486954737","14.910928400137035","670.85","0","0.1566693227989836","1","0.7647208850724331","27.89382388709177"
"EQT","0","EQT","-12.982895486954737","57.393209200438086","14.37","0","-0.3579334192367429","1","0.8112591884622682","70.37610468739283"
"ERIE","0","ERIE","-12.982895486954737","4.47110141766629","172.44","0","0.12333918684446132","1","0.6734079950433598","17.45399690462103"
"ETSY","0","ETSY","-12.982895486954737","43.19520053327406","64.445","0","0.35229965043055184","1","0.7692353274856414","56.1780960202288"
"EUXTF","0","EUXTF","-12.982895486954737","59.49343339587243","85.01","1","0.7745380773894913","1","0.6822192849306319","72.47632888282716"
"EVBG","0","EVBG","-12.982895486954737","31.16335141651596","108.8","0","-0.6789221151427249","1","0.9136321762799577","44.1462469034707"
"EVER","0","EVER","-12.982895486954737","26.244193762441938","38.05","1","0.6839934080154605","1","0.5845305487922492","39.22708924939668"
"EVKIF","0","EVKIF","-12.982895486954737","3.5175879396984966","24.72","1","0.9474904597274866","1","0.7464985852427798","16.500483426653233"
"EVOA","0","EVOA","-12.982895486954737","273.6666666666667","11.21","0","-0.3866739434281","1","0.6998794072358065","286.64956215362145"
"FATE","0","FATE","-12.982895486954737","20.918599363346992","26.59","0","0.39076090268990504","1","0.780310771862529","33.90149485030173"
"FCN","0","FCN","-12.982895486954737","10.123348017621137","124.99","0","-0.03909190251767664","1","0.7632882079427817","23.106243504575872"
"FDS","0","FDS","-12.982895486954737","0.12635177821547217","269.43","1","0.8182261624741023","1","0.8160261276462243","13.10924726517021"
"FIVN","0","FIVN","-12.982895486954737","30.811965811965813","91.83","0","0.03705016634954156","1","0.9281370767312029","43.79486129892055"
"FLUIF","0","FLUIF","-12.982895486954737","20.440528634361232","13.67","0","-0.7495876662753652","1","0.6942547625367521","33.42342412131597"
"FMCI","0","FMCI","-12.982895486954737","1.26953125","10.37","0","0.3799298233430493","1","0.5961442832791853","14.252426736954737"
"FMOO","0","FMOO","-12.982895486954737","8.786610878661083","65","1","0.9998029789231415","1","0.7675470555817946","21.76950636561582"
"FNV","0","FNV","-12.982895486954737","36.71526331448973","137.85","0","0.16943283719073768","1","0.6386034549690562","49.69815880144447"
"FORTY","0","FORTY","-12.982895486954737","9.456304520222059","69.0122","1","0.8677376621405083","1","0.628469760542207","22.439200007176794"
"FRHC","0","FRHC","-12.982895486954737","7.4895977808599135","15.5","1","0.7782140806527198","1","0.8802620620088977","20.47249326781465"
"FRPT","0","FRPT","-12.982895486954737","20.796680497925312","72.78","1","0.5094143268474216","1","0.8467442346907398","33.77957598488005"
"FRSHY","0","FRSHY","-12.982895486954737","47.60479041916168","29.58","1","0.9838515062195956","1","0.5415628615479361","60.58768590611642"
"FSGB","0","FSGB","-12.982895486954737","167.95180722891564","11.12","0","0.23395925395522538","1","0.817534503076957","180.93470271587037"
"FSPKF","0","FSPKF","-12.982895486954737","16.15120274914088","16.9","0","-0.5420220195600318","1","0.8176262864118597","29.134098236095618"
"FTCH","0","FTCH","-12.982895486954737","16.01097895699908","12.68","1","0.8139783523066063","1","0.6361490275893762","28.993874443953814"
"GDIFF","0","GDIFF","-12.982895486954737","61.48050120098527","21.1097","1","0.6412173531760105","1","0.6805900153213325","74.46339668794"
"GDS","0","GDS","-12.982895486954737","2.56700641751606","54.34","0","0.2916173873859345","1","0.8577255684767745","15.549901904470797"
"GILD","0","GILD","-12.982895486954737","21.504559270516733","79.95","0","-0.6290501478693201","1","0.5569379276113724","34.48745475747147"
"GLD","0","GLD","-12.982895486954737","8.797494212174861","159.78","0","-0.1419572191262293","1","0.5401184069733629","21.7803896991296"
"GLIBB","0","GLIBB","-12.982895486954737","25.51594746716699","66.9","1","0.8991807405609558","1","0.6016075460098511","38.49884295412173"
"GLPG","0","GLPG","-12.982895486954737","3.628095975232193","214.22","1","0.8986916224286862","1","0.781991585832685","16.61099146218693"
"GLPGF","0","GLPGF","-12.982895486954737","6.369430791803299","218","1","0.8838796953453173","1","0.7558501034813998","19.352326278758035"
"GNFTF","0","GNFTF","-12.982895486954737","5.500000000000016","21.1","1","0.6656355788698681","1","0.6117924323767109","18.482895486954753"
"GNGBF","0","GNGBF","-12.982895486954737","32.857142857142875","18.6","0","-0.512123708410232","1","0.5769742548801962","45.840038344097614"
"GPAQ","0","GPAQ","-12.982895486954737","1.0416666666666519","10.67","0","0.21600540258929357","1","0.9421573503307031","14.024562153621389"
"GRAF","0","GRAF","-12.982895486954737","0.2941176470588447","10.23","0","0.3067819501536143","1","0.911324870862171","13.277013134013583"
"GRGSF","0","GRGSF","-12.982895486954737","63.29680851063828","15.3499","0","-0.42975821703048006","1","0.7738984979019357","76.27970399759302"
"GRRMF","0","GRRMF","-12.982895486954737","0.5208333333333481","77.2","0","-0.053786399732585845","1","0.5648963190361619","13.503728820288085"
"GSHD","0","GSHD","-12.982895486954737","28.68980963045913","57.46","1","0.5227551853768602","1","0.7679302627282614","41.67270511741387"
"GSX","0","GSX","-12.982895486954737","52.16680294358134","37.22","0","-0.2088140570508704","1","0.8210333127519422","65.14969843053608"
"GVDBF","0","GVDBF","-12.982895486954737","6.391180325341139","3312","1","0.658083368261634","1","0.8500024605926878","19.374075812295878"
"GVDNY","0","GVDNY","-12.982895486954737","5.250844187168369","65.4555","1","0.66145525553692","1","0.8531382774555197","18.233739674123107"
"GWOX","0","GWOX","-12.982895486954737","11.428571428571432","195","1","0.5047566488964729","1","0.6896201135051991","24.41146691552617"
"GYUAF","0","GYUAF","-12.982895486954737","0.6819918866482588","20.55","0","-0.06411095349223508","1","0.5896743420039547","13.664887373602996"
"GZPZF","0","GZPZF","-12.982895486954737","6.261780104712056","101.48","0","-0.2192127006646279","1","0.6462962485729838","19.24467559166679"
"HABT","0","HABT","-12.982895486954737","33.14285714285714","13.98","0","0.3527299089875453","1","0.597352631189869","46.12575262981188"
"HAIN","0","HAIN","-12.982895486954737","1.6660055533518348","25.63","0","0.22789726016255424","1","0.7218331255629609","14.648901040306573"
"HCCH","0","HCCH","-12.982895486954737","1.3539651837524147","10.48","0","0.1501073330006936","1","0.9235296374166688","14.336860670707152"
"HCHMY","0","HCHMY","-12.982895486954737","60.59757236227825","86","0","-0.005811727618897623","1","0.5658180767289521","73.58046784923299"
"HCKG","0","HCKG","-12.982895486954737","5.405405405405395","780","0","-0.10917262457049068","1","0.8414175810093159","18.38830089236013"
"HHHH","0","HHHH","-12.982895486954737","0.9861932938856066","10.24","0","0.3395461302942789","1","0.6800181130653796","13.969088780840345"
"HICTY","0","HICTY","-12.982895486954737","45.58823529411764","148.5","0","-0.719447974700505","1","0.9517408816530512","58.57113078107238"
"HKTTY","0","HKTTY","-12.982895486954737","5.62109646079112","15.22","0","-0.24547210539028375","1","0.6419768314888074","18.603991947745858"
"HKTVY","0","HKTVY","-12.982895486954737","31.29175946547882","11.79","0","0.006124847524109332","1","0.6955620985389336","44.27465495243356"
"HLAGF","0","HLAGF","-12.982895486954737","319.61852861035413","154","0","-0.20612284068318776","1","0.6206258601333089","332.6014240973089"
"HLFFF","0","HLFFF","-12.982895486954737","77.72277227722772","35.9","0","-0.3518689333213913","1","0.7591745145522695","90.70566776418245"
"HLI","0","HLI","-12.982895486954737","14.595778574273188","57.55","0","0.36101452536997475","1","0.8302096386345109","27.578674061227925"
"HLTEF","0","HLTEF","-12.982895486954737","5.83016476552598","41.75","0","-0.3632945321295316","1","0.8653041286899581","18.813060252480717"
"HNFSA","0","HNFSA","-12.982895486954737","6.060606060606055","70","1","0.7028330549215842","1","0.51440777697256","19.043501547560794"
"HOCPF","0","HOCPF","-12.982895486954737","1.9230769230769162","92.75","1","0.7802944521927918","1","0.8853211665280218","14.905972410031653"
"HONT","0","HONT","-12.982895486954737","32.231404958677686","160","0","-0.02863327828288458","1","0.7960986621579824","45.214300445632425"
"HPHTF","0","HPHTF","-12.982895486954737","4.791716831206361","43.52","0","0.38917635082958535","1","0.7720056867276431","17.774612318161097"
"HUFAF","0","HUFAF","-12.982895486954737","29.59501557632398","20.8","0","-0.4969527009307651","1","0.5692016506895976","42.57791106327872"
"HVLM","0","HVLM","-12.982895486954737","31.19999999999998","16.4","1","0.8215253491550141","1","0.588457189294359","44.18289548695472"
